GT_ID,Habitat,NumAnnuli,Initial_CL_mm,PL_Per_Day_mm,CL_mm_per_day,CL_pct_per_day,NumBurrows,BareSoil,Wiregrass,NativeGrass,Bahiagrass,ExoticGrass,NativeLegume,ExoticLegume,Herb,ShortWoody,MediumWoody,TallWoody,Vine,Palmetto,Sedge,MeanDiversity,XBare,XBrownHerb,XGreenHerb,XTotalHerb,XTree,XWoody,Bahiagrass2,Wiregrass2,BareSoil2,NativeGrass2,ExoticGrass2,NativeLegume2,ExoticLegume2,Herb2,MediumWoody2,ShortWoody2,TallWoody2,Vine2,Palmetto2,Sedge2,MeanDiversity2,X.GreenHerb,X.BrownHerb,X.Tree,X.Woody,gli90,glimax,glimean,mgvri90,mgvrimax,mgvrimean
1690,HG,2-Jan,93.35,0.092207792,0.084415584,0.090429121,1,0.214285714,0.047619048,0.095238095,0.761904762,0.69047619,0.261904762,0.404761905,0.547619048,0.119047619,0.095238095,0,0.095238095,0,0.166666667,6,0.779320993,13.63244881,74.38516844,88.01761725,0,11.20318354,0.087398379,0.021823521,0.046307553,0.030865571,0.08319082,0.051198997,0.063663898,0.074068995,0.030865571,0.034510128,0,0.030865571,0,0.040836178,0.247467063,1.040126717,0.37817115,0,0.341299129,0.1331058,0.600000024,0.047771263,0.175615817,0.871618032,-0.014782812
1691,HG,3,156,0.016853933,0.028089888,0.018006338,1,0.071428571,0,0,0.952380952,0.285714286,0,0.5,0.666666667,0.119047619,0.023809524,0.071428571,0.047619048,0,0.119047619,4.833333333,1.220959971,1.713778151,92.61024629,94.32402444,0.099989816,4.35509756,0.09774558,0,0.026729307,0,0.053477735,0,0.070769737,0.081740653,0.015430947,0.034510128,0.026729307,0.021823521,0,0.034510128,0.221659099,1.295490755,0.131288185,0.031626438,0.210233951,0.096491225,0.354838699,0.04996584,0.086047031,0.422380209,-0.017367675
1696,SH,1,68.1,0.003846154,-0.004945055,-0.007261461,1,0.285714286,0.452380952,0.642857143,0,0.047619048,0.738095238,0.023809524,0.738095238,0.642857143,0.714285714,0.238095238,0.023809524,0.547619048,0.023809524,5.666666667,21.87653859,34.66844402,2.223457339,36.89190136,0,41.23184943,0,0.067310086,0.053477735,0.080264527,0.021823521,0.086018508,0.015430947,0.086018508,0.084616364,0.080264527,0.048814388,0.015430947,0.074068995,0.015430947,0.240355183,0.149670799,0.62957235,0,0.697260923,0.121771216,0.445783138,0.058510442,0.150088489,0.626544297,0.033089219
1697,,3,119.3,0.008333333,0.002222222,0.001862718,2,0.181428571,0,0.203857143,0.165428571,0.669428571,0.321,0.025714286,0.48,0.671,0.444428571,0.333714286,0.540714286,0.200571429,0.110714286,5.225,10.41534434,20.96398758,20.83571964,41.79970722,0.083109043,2.442788434,0.040684134,0,0.042607323,0.045165896,0.081910177,0.056687217,0.016036362,0.069337578,0.066714955,0.082006475,0.057800187,0.073599706,0.044800186,0.033279899,0.230621475,0.47401425,0.475591601,0.028832634,0.156937645,0.16432,0.59476476,0.077290726,0.205157074,0.770204304,0.038617254
1703,HG,2-Jan,86.3,0.054615385,0.06,0.069524913,1,0.142857143,0,0.261904762,0.476190476,0.428571429,0.285714286,0.333333333,0.452380952,0.214285714,0.095238095,0.023809524,0.380952381,0.023809524,0.214285714,7.333333333,0.328581478,17.34253986,66.09527564,83.4378155,0.061532159,16.17079326,0.069061441,0,0.037805452,0.051198997,0.065512218,0.053477735,0.05776715,0.067310086,0.030865571,0.046307553,0.015430947,0.061760595,0.015430947,0.046307553,0.274225316,0.949268885,0.42953023,0.024808221,0.413841228,0.154013008,0.694915235,0.079476307,0.212149903,0.93599999,0.047381151
1704,SH,2,81.25,0.015873016,0.030952381,0.038095238,1,0.166666667,0.857142857,0.30952381,0,0,0.666666667,0,0.452380952,0.547619048,0.642857143,0.30952381,0.119047619,0.523809524,0.071428571,4.833333333,4.280381748,44.7280003,0.534762981,45.26276328,0,50.45715039,0,0.092714783,0.040836178,0.055663605,0,0.081740653,0,0.067310086,0.080264527,0.074068995,0.055663605,0.034510128,0.07243802,0.026729307,0.221659099,0.073192824,0.732579988,0,0.789969731,0.139823005,0.43589744,0.06525448,0.16416797,0.600000024,0.018533501
1711,HG,3,156.5,0.017045455,0.04,0.025413883,1,0.047619048,0.023809524,0.142857143,0.595238095,0.69047619,0.142857143,0.333333333,0.452380952,0.214285714,0.095238095,0.023809524,0.333333333,0.142857143,0.095238095,5.5,0.912462779,31.04829591,52.24680631,83.29510222,0.010525247,15.78202102,0.07722842,0.015430947,0.021823521,0.037805452,0.08319082,0.037805452,0.05776715,0.067310086,0.030865571,0.046307553,0.015430947,0.05776715,0.037805452,0.030865571,0.236725579,0.807873795,0.591022029,0.010259443,0.408535654,0.139579356,0.473684222,0.074516904,0.156336263,0.621256471,0.015361056
1720,HG,4,160,0.039772727,0.039772727,0.024857955,1,0.121212121,0.03030303,0.363636364,0.666666667,0.787878788,0.303030303,0.424242424,0.636363636,0.393939394,0.090909091,0.151515152,0.151515152,0.090909091,0.121212121,6.5,6.885740095,14.38664972,51.56147475,65.94812447,0,0.810716054,0.081740653,0.017408645,0.034822568,0.060338876,0.088879509,0.055076028,0.065180037,0.079857254,0.030155705,0.062805874,0.038934783,0.038934783,0.030155705,0.034822568,0.257797003,0.80101545,0.389036807,0,0.090161879,0.162939295,0.584905684,0.075982236,0.219512194,0.689655185,0.047780607
1730,,4,208,0.056179775,0.073033708,0.03511236,2,0.27943609,0.041052632,0.40433584,0.043571429,0.835012531,0.119674185,0.157243108,0.604185464,0.294924812,0.295889724,0.133421053,0.228308271,0.152205514,0.24612782,6.065,16.16900929,15.21564658,46.84353503,62.0591816,0.808532065,19.34341325,0.020875286,0.020262836,0.052886365,0.063630337,0.091506671,0.034600861,0.039664291,0.077807853,0.054422608,0.05433371,0.036534974,0.047799815,0.039023429,0.049631645,0.248832109,0.75381251,0.400710204,0.090040024,0.455388744,0.106045972,0.368464857,0.048488108,0.110016228,0.560211496,0.004059239
1740,SH,5,151.5,0,0.005681818,0.003750375,1,0.119047619,0.19047619,0.333333333,0.023809524,0.476190476,0.19047619,0,0.333333333,0.523809524,0.738095238,0.357142857,0.595238095,0.30952381,0.047619048,5.833333333,7.007699968,18.08857902,1.524793976,19.613373,5.449045894,67.92987048,0.015430947,0.043657445,0.034510128,0.05776715,0.069061441,0.043657445,0,0.05776715,0.086018508,0.07243802,0.05979706,0.07722842,0.055663605,0.021823521,0.243934953,0.12379853,0.439300737,0.235605618,0.968780633,0.176470593,0.457943916,0.099964802,0.250827581,0.657534242,0.100385418
1760,SH,4,146.5,0,0.019662921,0.013421789,2,0.248571429,0.851904762,0.518571429,0,0,0.386666667,0,0.705,0.667857143,0.658571429,0.203809524,0.235238095,0.407142857,0.027857143,5.093333333,5.603680588,61.96085616,1.022557198,62.98341336,18.70083462,31.24368255,0,0.092430241,0.049877616,0.072074288,0,0.06222267,0,0.08406325,0.081241753,0.081813766,0.045160617,0.048520386,0.063851125,0.016691234,0.227645242,0.101294706,0.906177906,0.447202258,0.593131627,0.100594284,0.340144137,0.048007092,0.076084723,0.452576148,-0.016473695
1780,SH,3,130,0.022727273,0.039772727,0.030594406,1,0.214285714,0.69047619,0.261904762,0,0.023809524,0.5,0,0.5,0.738095238,0.666666667,0.380952381,0.047619048,0.642857143,0.047619048,5.166666667,22.64022521,34.88185959,0.54134276,35.42320235,0,41.93626009,0,0.08319082,0.046307553,0.051198997,0.015430947,0.070769737,0,0.070769737,0.081740653,0.086018508,0.061760595,0.021823521,0.080264527,0.021823521,0.229307319,0.073642544,0.631812904,0,0.704407051,0.134177208,0.393258423,0.060697438,0.168595925,0.499851227,0.026459126
1790,SH,4-Mar,143,0.021348315,0.036516854,0.025536261,1,0.30952381,0.595238095,0.333333333,0,0,0.095238095,0,0.642857143,0.428571429,0.69047619,0.238095238,0.142857143,0.452380952,0,4.333333333,10.12782194,39.4172058,0.694851396,40.1120572,0,49.76001686,0,0.07722842,0.055663605,0.05776715,0,0.030865571,0,0.080264527,0.08319082,0.065512218,0.048814388,0.037805452,0.067310086,0,0.209700121,0.083454585,0.678763704,0,0.782998323,0.13261649,0.477477491,0.052597521,0.154243931,0.615569413,0.016135943
1820,HG,1,82.95,0.02247191,0.035393258,0.042668184,1,0.025641026,0,0,0.512820513,0.897435897,0,0.538461538,0.846153846,0.076923077,0.102564103,0,0.153846154,0.025641026,0.025641026,4.333333333,3.315269887,4.978403148,74.78725177,79.76565492,1.224374214,15.64651835,0.071672835,0,0.0160135,0,0.094875363,0,0.073445952,0.092116842,0.032031108,0.027738567,0,0.039233291,0.0160135,0.0160135,0.209700121,1.044744411,0.225017432,0.110878496,0.406674018,0.104631215,0.266666681,0.058916822,0.089169122,0.368574917,0.005581677
1830,SH,2,93.5,0.00505618,0.029213483,0.031244367,1,0.047619048,0.380952381,0.785714286,0,0,0.428571429,0,0.642857143,0.738095238,0.69047619,0.119047619,0.261904762,0.666666667,0.023809524,5,2.614842666,36.70295205,0.353774926,37.05672698,0,60.32832458,0,0.061760595,0.021823521,0.088757015,0,0.065512218,0,0.080264527,0.08319082,0.086018508,0.034510128,0.051198997,0.081740653,0.015430947,0.225513406,0.059514108,0.650808213,0,0.889430393,0.151898727,0.523809552,0.074975446,0.193638712,0.788646281,0.041927584
1840,HG,2,104.5,0.021341463,0.039634146,0.037927413,1,0.352941176,0.058823529,0.470588235,0,0.676470588,0.294117647,0.058823529,0.823529412,0.264705882,0.323529412,0.176470588,0.176470588,0.147058824,0.117647059,5.166666667,22.12998057,47.56077195,0.319684914,47.88045686,0,29.9896789,0,0.024255941,0.059443855,0.068653352,0.082340846,0.054259234,0.024255941,0.090873542,0.056910361,0.051472301,0.042020768,0.042020768,0.038357655,0.034306446,0.229307319,0.056570854,0.760996197,0,0.579527122,0.161716178,0.540983617,0.061133935,0.212915301,0.710059166,0.033357488
