GT_ID,Habitat,NumAnnuli,Initial_CL_mm,PL_Per_Day_mm,CL_mm_per_day,CL_pct_per_day,NumBurrows,CC_Ground,BareSoil,Wiregrass,NativeGrass,Bahiagrass,ExoticGrass,NativeLegume,ExoticLegume,Herb,ShortWoody,MediumWoody,TallWoody,Vine,Palmetto,Sedge,MeanDiversity,XBare,XBrownHerb,XGreenHerb,XTotalHerb,XTree,XWoody,Bahiagrass2,Wiregrass2,BareSoil2,NativeGrass2,ExoticGrass2,NativeLegume2,ExoticLegume2,Herb2,MediumWoody2,ShortWoody2,TallWoody2,Vine2,Palmetto2,Sedge2,MeanDiversity2,X.GreenHerb,X.BrownHerb,X.TotalHerb,X.Tree,X.Woody,gliPCT,gliMAX,gliMEAN,mgvriPCT,mgvriMAX,mgvriMEAN
1690,HG,2-Jan,81.25,0.141666667,0.134444444,0.165470085,1,64.12,0.214285714,0,0.214285714,0.761904762,0.547619048,0.428571429,0.238095238,0.761904762,0.119047619,0.047619048,0.023809524,0.119047619,0,0.238095238,6,5.388734212,28.48706363,50.8367319,79.32379553,0.398741322,14.88872894,0.087398379,0,0.046307553,0.046307553,0.074068995,0.065512218,0.048814388,0.087398379,0.021823521,0.034510128,0.015430947,0.034510128,0,0.048814388,0.247467063,0.793765873,0.563008478,1.098748686,0.063188008,0.396138919,0.222222222,0.36,0.374736842,0.295415431,0.586913407,0.586913407
1691,HG,3,143.55,0.158762887,0.128350515,0.089411714,1,62.04,0.142857143,0,0,0.904761905,0.214285714,0,0.452380952,0.833333333,0.119047619,0.023809524,0.047619048,0.047619048,0,0.023809524,4.333333333,6.517968879,14.6771619,67.79400351,82.4711654,1.33339747,9.677468249,0.095262994,0,0.037805452,0,0.046307553,0,0.067310086,0.091414358,0.015430947,0.034510128,0.021823521,0.021823521,0,0.015430947,0.209700121,0.967325974,0.393158504,1.138811069,0.115731002,0.316335827,0.207392197,0.322916667,0.312815657,0.243471771,0.411095142,0.411095142
1696,SH,1,64.95,0.047826087,0.045652174,0.070288182,2,13.72394366,0.38832998,0.320590208,0.869885983,0,0.007377599,0.793091885,0,0.64084507,0.648222669,0.432260228,0.311535882,0.188464118,0.547619048,0.060697518,5.20657277,16.79995344,37.81498969,7.78633221,45.6013219,0,37.59856417,0,0.056650983,0.062356531,0.093403431,0.008589401,0.089173844,0,0.080138549,0.065793959,0.080599515,0.055844421,0.043426102,0.074068995,0.024639359,0.230207092,0.282794256,0.66230853,0.741354446,0,0.660075735,0.149510763,0.277597851,0.350061619,0.196471114,0.443180655,0.443180655
1697,SH,3,116.95,0.044318182,0.026704545,0.022834156,1,51.12,0.078947368,0,0.255263158,0.115131579,0.461842105,0.154605263,0.038157895,0.498684211,0.399342105,0.423026316,0.321710526,0.577631579,0.179605263,0.140131579,4.833333333,20.63368881,9.932092168,3.073295394,13.00538756,0.230434152,66.13048948,0.033937559,0,0.028101273,0.050545094,0.068011385,0.039330015,0.019535288,0.070676402,0.065086417,0.063235656,0.056749988,0.076075437,0.042392557,0.037442901,0.221659099,0.176218775,0.320617043,0.368943077,0.048022013,0.949640868,0.218142549,0.387978142,0.415602451,0.252711773,0.554824412,0.729711518
1703,HG,2-Jan,80.1,0.109677419,0.1,0.124843945,2,74.2275,0.064360119,0,0.156994048,0.671875,0.574032738,0.440848214,0.199404762,0.640997024,0.109375,0.007068452,0.02827381,0.094494048,0.023809524,0.232886905,6.130208333,5.66270497,27.02447691,52.27166915,79.29614607,2.205646931,12.83557642,0.082060047,0,0.025372018,0.039632849,0.075837622,0.066445283,0.044669614,0.08014807,0.008407508,0.033077923,0.01681561,0.030744727,0.015430947,0.048277108,0.250194673,0.808122677,0.546676191,1.098407405,0.149065647,0.366411792,0.221351351,0.36,0.443333333,0.285291222,0.574233001,0.574233001
1711,HG,3,142,0.138888889,0.161111111,0.113458529,1,34.48,0.071428571,0.011904762,0.130952381,0.702380952,0.607142857,0.107142857,0.321428571,0.404761905,0.166666667,0.047619048,0.119047619,0.416666667,0.083333333,0.047619048,5.166666667,4.576708641,29.64779005,42.88420669,72.53199673,3.505645464,19.38564916,0.083906591,0.010911111,0.026729307,0.036195246,0.077998435,0.032738531,0.056725087,0.063663898,0.021823521,0.040836178,0.034510128,0.064594633,0.028871524,0.021823521,0.229307319,0.713997811,0.57579031,1.019139192,0.188345275,0.455923167,0.247311828,0.395095368,0.393280486,0.297459573,0.539560258,0.539560258
1720,HG,4,141.5,0.179347826,0.201086957,0.142110923,1,70.62,0.061580882,0.030330882,0.403492647,0.668198529,0.623161765,0.438419118,0.195772059,0.621323529,0.179227941,0.165441176,0.166360294,0.165441176,0.060661765,0.136948529,6.083333333,12.86682694,9.933320229,20.98644748,30.91976771,9.456728714,46.75667664,0.081834721,0.017416644,0.024818043,0.063563866,0.079022814,0.066261703,0.044260586,0.078905933,0.040685685,0.042347977,0.040798606,0.040685685,0.0246321,0.037015009,0.249215884,0.475867431,0.320637572,0.589632317,0.312583475,0.752942142,0.230769231,0.408602151,0.425131076,0.351999998,0.635331213,0.635331213
1730,HG,4,190.5,0.164948454,0.180412371,0.094704657,2,56.30285714,0.239769754,0.019505495,0.330638409,0.10418629,0.739769754,0.194099948,0.031397174,0.447187336,0.295434328,0.322553637,0.278309785,0.498103087,0.244531659,0.376308216,5.833333333,17.30854095,17.47748244,9.193479617,26.67096206,3.36911141,52.65118964,0.032283509,0.013966661,0.048985879,0.0575329,0.086116269,0.04407104,0.017720175,0.066922008,0.056824382,0.05438067,0.052779575,0.070635141,0.049470318,0.061382505,0.243934953,0.308056828,0.431309561,0.542687668,0.184598016,0.811922499,0.183803621,0.307029412,0.349842929,0.217093044,0.453265115,0.453265115
1740,SH,5,143,0.08988764,0.095505618,0.066787145,1,80.76,0.238095238,0.166666667,0.404761905,0.047619048,0.476190476,0.357142857,0,0.238095238,0.523809524,0.380952381,0.357142857,0.619047619,0.357142857,0.119047619,6.5,14.35901061,6.30150609,3.061021225,9.362527314,10.74603233,65.53242974,0.021823521,0.040836178,0.048814388,0.063663898,0.069061441,0.05979706,0,0.048814388,0.061760595,0.07243802,0.05979706,0.078760984,0.05979706,0.034510128,0.257797003,0.17586285,0.253742123,0.310970226,0.333986048,0.943335819,0.219373219,0.365517241,0.378069543,0.311736971,0.498595595,0.498595595
1760,SH,4,139,0.106741573,0.084269663,0.060625657,1,63.34,0.297619048,0.797619048,0.392857143,0,0,0.726190476,0.011904762,0.607142857,0.726190476,0.583333333,0.178571429,0.083333333,0.321428571,0.107142857,5.5,15.64458931,57.06874923,4.535516342,61.60426557,0,22.75114512,0,0.089428674,0.05458157,0.062719429,0,0.085320288,0.010911111,0.077998435,0.076450712,0.085320288,0.0422703,0.028871524,0.056725087,0.032738531,0.236725579,0.214611152,0.85632327,0.902508656,0,0.497217264,0.151364764,0.257142857,0.275106929,0.171938464,0.379777282,0.379777282
1780,SH,3,120.5,0.141573034,0.106741573,0.088582218,2,48.02857143,0.355049712,0.711669283,0.567242282,0,0,0.773155416,0.021716379,0.634484563,0.656200942,0.444008373,0.313710099,0.184196756,0.613553114,0.266091052,5.956043956,15.63199448,37.47537661,3.313808935,40.78918554,0.065126586,43.51368955,0,0.084460876,0.059621365,0.075386874,0,0.088042958,0.014737012,0.079739013,0.066683362,0.081095087,0.056039156,0.042931336,0.078409952,0.051606918,0.246540029,0.183059401,0.65880371,0.692760941,0.025522682,0.720351738,0.164762468,0.276423569,0.311372758,0.206670174,0.420712547,0.420712547
1790,SH,4-Mar,130,0.154639175,0.134020619,0.103092784,2,14.90285714,0.36237572,0.346153846,0.486917844,0,0.042386185,0.804290947,0,0.364468864,0.582155939,0.51596023,0.290947148,0.095238095,0.497383569,0.20381999,5.481684982,10.90607626,41.59187211,1.821439981,43.41331209,0,45.68061483,0,0.058868837,0.060234067,0.069836251,0.02058936,0.089802924,0,0.060407989,0.071892285,0.076373369,0.053965707,0.030865571,0.070584021,0.045161778,0.236323583,0.135373834,0.700915471,0.719339274,0,0.742150406,0.169723989,0.285783512,0.31567359,0.206106149,0.402853434,0.402853434
1820,HG,1,72.85,0.134269663,0.113483146,0.155776453,1,100,0.076923077,0,0.230769231,0.576923077,0.653846154,0.08974359,0.384615385,0.769230769,0.051282051,0.025641026,0.038461538,0.141025641,0.012820513,0.205128205,5.333333333,7.164828726,9.723811116,55.84529872,65.56910984,6.522881107,20.74318033,0.076028677,0,0.027738567,0.048056942,0.080949132,0.029961717,0.062057191,0.087818636,0.0160135,0.022647477,0.019612871,0.037562213,0.011323012,0.04530658,0.233043799,0.843985122,0.317118735,0.943721761,0.258260695,0.472874043,0.186440678,0.306122449,0.431122449,0.262008727,0.505890727,0.505890727
1830,SH,2,91.35,0.051807229,0.025903614,0.028356447,1,59.7,0.25,0.380952381,0.678571429,0,0.011904762,0.464285714,0.011904762,0.571428571,0.654761905,0.5,0.261904762,0.178571429,0.523809524,0.083333333,5.416666667,6.842410957,39.13492965,3.621882278,42.75681193,0,50.40077711,0,0.061760595,0.050020857,0.082468895,0.010911111,0.068191351,0.010911111,0.075665074,0.070769737,0.081005923,0.051198997,0.0422703,0.07243802,0.028871524,0.234891364,0.191480388,0.675873683,0.712710523,0,0.789405977,0.181818182,0.3,0.318518519,0.244966611,0.412196904,0.412196904
1840,HG,2,94.75,0.121666667,0.108333333,0.114335972,1,49.56,0.411172161,0.097985348,0.391941392,0,0.606227106,0.272893773,0,0.615384615,0.260989011,0.221611722,0.232600733,0.184981685,0.125457875,0.355311355,5.583333333,40.56542075,8.934538786,2.878607945,11.81314673,0,47.62145666,0,0.031307726,0.064166731,0.062646191,0.077939471,0.052263024,0,0.078527136,0.047093059,0.051109332,0.048247414,0.043022768,0.035427444,0.059643355,0.238546752,0.170489334,0.303547073,0.350856853,0,0.76160375,0.150684932,0.276595745,0.349059513,0.199046612,0.443776816,0.443776816
